,종목,현재가,고가,저가,변동,변동%,거래량,시간,
,메가스터디교육,"75,800","76,100","74,600",300,0.40%,33.65K,11월 29일,
,경남제약,"1,935","1,955","1,855",35,1.84%,33.51K,11월 29일,
,아이센스,"32,700","33,000","32,150",-250,-0.76%,33.49K,11월 29일,
,미래컴퍼니,"20,500","20,650","20,200",250,1.23%,33.42K,11월 29일,
,HRS,"5,380","5,380","5,260",80,1.51%,33.25K,11월 29일,
,삼진,"6,990","7,190","6,800",10,0.14%,33.20K,11월 29일,
,NE능률,"4,270","4,270","4,115",45,1.07%,33.17K,11월 29일,
,웹스,"2,635","2,640","2,530",55,2.13%,33.05K,11월 29일,
,원익머트리얼즈,"31,750","32,100","31,100",200,0.63%,32.88K,11월 29일,
,KPX생명과학,"4,090","4,155","3,970",40,0.99%,32.77K,11월 29일,
,제닉,"4,800","4,865","4,560",145,3.11%,32.74K,11월 29일,
,한네트,"5,910","5,930","5,810",20,0.34%,32.42K,11월 29일,
,삼영이엔씨,"5,410","5,460","5,340",20,0.37%,32.36K,11월 29일,
,베뉴지,"2,200","2,210","2,155",40,1.85%,32.21K,11월 29일,
,국순당,"6,830","6,850","6,690",40,0.59%,31.94K,11월 29일,
,제이에스티나,"2,670","2,670","2,530",95,3.69%,31.91K,11월 29일,
,오킨스전자,"20,500","20,550","19,300",700,3.54%,31.55K,11월 29일,
,메디포스트,"14,300","14,350","13,900",250,1.78%,31.34K,11월 29일,
,아이컴포넌트,"6,010","6,010","5,820",50,0.84%,31.24K,11월 29일,
,한국큐빅,"2,980","2,985","2,845",-5,-0.17%,31.13K,11월 29일,
,신일제약,"8,120","8,130","7,900",200,2.53%,30.98K,11월 29일,
,코디엠,"8,040","8,200","7,920",-30,-0.37%,30.96K,11월 29일,
,파인디지털,"5,040","5,120","4,990",-30,-0.59%,30.90K,11월 29일,
,칩스앤미디어,"15,450","15,550","15,200",100,0.65%,30.74K,11월 29일,
,삼일,"1,940","1,945","1,920",-10,-0.51%,30.49K,11월 29일,
,바디텍메드,"10,100","10,250","10,000",0,0.00%,30.48K,11월 29일,
,제너셈,"6,000","6,090","5,840",0,0.00%,30.33K,11월 29일,
,DMS,"5,290","5,310","5,190",10,0.19%,30.25K,11월 29일,
,큐에스아이,"9,930","9,930","9,610",230,2.37%,29.70K,11월 29일,
,선광,"125,700","128,300","125,600",-2900,-2.26%,29.62K,11월 29일,
,코콤,"4,625","4,730","4,510",-35,-0.75%,29.50K,11월 29일,
,효성오앤비,"8,490","8,530","8,320",140,1.68%,29.08K,11월 29일,
,서린바이오,"12,250","12,250","11,800",300,2.51%,28.87K,11월 29일,
,서산,"1,875","1,875","1,815",25,1.35%,28.87K,11월 29일,
,유성티엔에스,"2,410","2,440","2,375",15,0.63%,28.58K,11월 29일,
,원풍,"5,190","5,260","5,080",30,0.58%,28.52K,11월 29일,
,세명전기,"3,345","3,355","3,300",-5,-0.15%,28.48K,11월 29일,
,제일바이오,"1,410","1,425","1,380",5,0.36%,28.37K,11월 29일,
,오공,"3,405","3,430","3,270",20,0.59%,28.18K,11월 29일,
,대동스틸,"4,570","4,580","4,470",35,0.77%,28.10K,11월 29일,
,러셀,"2,980","2,980","2,915",25,0.85%,27.96K,11월 29일,
,국일신동,"2,875","2,880","2,790",20,0.70%,27.93K,11월 29일,
,에코바이오,"5,300","5,400","5,210",20,0.38%,27.63K,11월 29일,
,다믈멀티미디어,"3,995","4,070","3,880",-10,-0.25%,27.55K,11월 29일,
,대정화금,"16,750","16,850","16,450",250,1.52%,27.55K,11월 29일,
,오리엔탈정공,"2,590","2,605","2,500",50,1.97%,27.44K,11월 29일,
,신라섬유,"1,875","1,880","1,825",35,1.90%,27.42K,11월 29일,
,리노공업,"170,700","171,800","169,200",-800,-0.47%,27.33K,11월 29일,
,지어소프트,"9,100","9,180","9,040",20,0.22%,27.00K,11월 29일,
,유비케어,"4,880","4,885","4,795",0,0.00%,26.90K,11월 29일,
,토비스,"9,120","9,130","8,930",110,1.22%,26.80K,11월 29일,
,코텍,"9,440","9,510","9,360",40,0.43%,26.68K,11월 29일,
,YW,"3,495","3,495","3,440",0,0.00%,26.65K,11월 29일,
,한국정보공학,"3,545","3,650","3,510",-25,-0.70%,26.63K,11월 29일,
,세진티에스,"3,260","3,290","3,130",35,1.09%,26.56K,11월 29일,
,디티앤씨,"4,235","4,280","4,080",75,1.80%,26.43K,11월 29일,
,한솔인티큐브,"1,680","1,700","1,645",-20,-1.18%,26.28K,11월 29일,
,오텍,"5,700","5,720","5,650",20,0.35%,26.26K,11월 29일,
,아바텍,"19,300","19,550","18,800",100,0.52%,26.20K,11월 29일,
,인바디,"18,250","18,300","17,900",250,1.39%,26.05K,11월 29일,
,웨이브일렉트로,"4,320","4,420","4,280",-30,-0.69%,25.97K,11월 29일,
,솔본,"3,555","3,560","3,445",75,2.16%,25.96K,11월 29일,
,대한과학,"7,050","7,100","6,850",100,1.44%,25.91K,11월 29일,
,인피니트헬스케어,"4,770","4,770","4,665",65,1.38%,25.80K,11월 29일,
,현대공업,"6,190","6,210","6,090",10,0.16%,25.78K,11월 29일,
,중앙백신,"11,700","11,700","11,450",200,1.74%,25.54K,11월 29일,
,아이원스,"7,510","7,590","7,430",80,1.08%,25.47K,11월 29일,
,가비아,"10,700","10,850","10,500",200,1.90%,25.43K,11월 29일,
,GST,"22,700","22,750","22,350",0,0.00%,25.38K,11월 29일,
,코오롱생명과학,"32,200","32,700","31,400",-250,-0.77%,25.26K,11월 29일,
,이상네트웍스,"5,720","5,720","5,650",-20,-0.35%,25.11K,11월 29일,
,에프알텍,"3,175","3,180","3,110",25,0.79%,25.01K,11월 29일,
,엘티씨,"10,450","10,800","10,200",100,0.97%,24.99K,11월 29일,
,인터엠,"1,415","1,420","1,385",20,1.43%,24.65K,11월 29일,
,펩트론,"8,480","8,590","8,320",10,0.12%,24.41K,11월 29일,
,오로라,"8,690","8,700","8,400",180,2.12%,24.30K,11월 29일,
,빅솔론,"7,500","7,500","7,250",180,2.46%,24.20K,11월 29일,
,바이오스마트,"3,450","3,450","3,310",40,1.17%,24.06K,11월 29일,
,서원인텍,"6,030","6,060","5,970",0,0.00%,23.69K,11월 29일,
,골프존,"108,100","108,100","106,000",1100,1.03%,23.50K,11월 29일,
,듀오백,"2,250","2,305","2,140",55,2.51%,23.22K,11월 29일,
,이니텍,"3,450","3,510","3,400",-70,-1.99%,23.11K,11월 29일,
,코아시아옵틱스,"1,420","1,430","1,400",-10,-0.70%,23.08K,11월 29일,
,케이피티유,"5,640","5,640","5,340",230,4.25%,23.04K,11월 29일,
,부스타,"5,190","5,190","5,020",60,1.17%,22.99K,11월 29일,
,피제이메탈,"3,530","3,530","3,470",15,0.43%,22.82K,11월 29일,
,누리플랜,"4,980","4,980","4,625",230,4.84%,22.76K,11월 29일,
,플레이위드,"6,340","6,380","6,150",120,1.93%,22.64K,11월 29일,
,시공테크,"4,810","4,905","4,750",20,0.42%,22.38K,11월 29일,
,제노포커스,"5,810","5,850","5,710",0,0.00%,22.04K,11월 29일,
,성우테크론,"4,215","4,235","4,080",65,1.57%,21.14K,11월 29일,
,하츠,"5,930","5,930","5,810",0,0.00%,21.10K,11월 29일,
,이노와이어리스,"30,500","30,650","30,050",300,0.99%,20.90K,11월 29일,
,엠에스씨,"5,780","5,800","5,610",140,2.48%,20.79K,11월 29일,
,S&K폴리텍,"3,795","3,820","3,745",5,0.13%,20.69K,11월 29일,
,CJ프레시웨이,"31,000","31,400","30,850",-100,-0.32%,20.52K,11월 29일,
,코아스템,"9,130","9,130","8,910",200,2.24%,20.51K,11월 29일,
,티씨케이,"106,000","106,400","103,100",1200,1.15%,20.35K,11월 29일,
,세코닉스,"5,520","5,550","5,410",50,0.91%,20.31K,11월 29일,
,창해에탄올,"11,450","11,500","11,200",150,1.33%,20.13K,11월 29일,
,에스폴리텍,"2,560","2,575","2,525",0,0.00%,19.98K,11월 29일,
,와이엔텍,"9,140","9,140","8,890",140,1.56%,19.98K,11월 29일,
,동신건설,"15,450","15,550","15,000",100,0.65%,19.96K,11월 29일,
,빛샘전자,"6,050","6,060","5,900",10,0.17%,19.93K,11월 29일,
,EG,"8,380","8,390","8,210",60,0.72%,19.73K,11월 29일,
,DYPNF,"41,350","41,500","40,300",650,1.60%,19.71K,11월 29일,
,광진실업,"4,860","4,890","4,820",-80,-1.62%,19.24K,11월 29일,
,피에스케이,"7,650","7,660","7,510",-10,-0.13%,19.20K,11월 29일,
,케이티알파,"5,790","5,790","5,630",80,1.40%,19.18K,11월 29일,
,한일화학,"21,350","21,350","20,850",450,2.15%,19.17K,11월 29일,
,이테크건설,"40,700","40,800","39,000",1500,3.83%,19.09K,11월 29일,
,세운메디칼,"2,885","2,890","2,845",15,0.52%,18.99K,11월 29일,
,로지시스,"4,340","4,340","4,230",45,1.05%,18.79K,11월 29일,
,삼지전자,"8,670","8,700","8,390",110,1.29%,18.78K,11월 29일,
,휴맥스홀딩스,"3,125","3,135","3,070",10,0.32%,18.64K,11월 29일,
,일지테크,"2,380","2,380","2,315",-5,-0.21%,18.48K,11월 29일,
,디에이피,"2,945","2,950","2,855",-5,-0.17%,18.29K,11월 29일,
,네오오토,"7,500","7,500","7,230",130,1.76%,18.25K,11월 29일,
,삼천리자전거,"7,100","7,120","6,960",80,1.14%,18.18K,11월 29일,
,예스24,"5,430","5,450","5,360",50,0.93%,18.09K,11월 29일,
,파커스,"2,515","2,535","2,420",-5,-0.20%,17.97K,11월 29일,
,아이앤씨,"2,620","2,675","2,560",5,0.19%,17.88K,11월 29일,
,나이벡,"18,500","18,600","17,850",350,1.93%,17.72K,11월 29일,
,팬젠,"5,820","5,830","5,680",20,0.34%,17.61K,11월 29일,
,해성산업,"10,450","10,450","10,200",150,1.46%,17.44K,11월 29일,
,대한뉴팜,"8,970","8,970","8,790",70,0.79%,17.43K,11월 29일,
,아이엠,"5,260","5,350","5,150",-90,-1.68%,17.40K,11월 29일,
,예스티,"8,850","9,000","8,680",-20,-0.23%,17.36K,11월 29일,
,토탈소프트,"4,500","4,500","4,310",75,1.69%,17.31K,11월 29일,
,대봉엘에스,"7,410","7,460","7,180",200,2.77%,17.19K,11월 29일,
,삼현철강,"4,820","4,830","4,720",20,0.42%,17.12K,11월 29일,
,PHA,"6,940","7,130","6,940",-40,-0.57%,17.12K,11월 29일,
,성창오토텍,"7,400","7,460","7,250",50,0.68%,17.09K,11월 29일,
,동양이엔피,"15,050","15,050","14,850",50,0.33%,17.03K,11월 29일,
,인텍플러스,"14,400","14,500","14,100",150,1.05%,17.01K,11월 29일,
,THE MIDONG,"1,080","1,085","1,055",-20,-1.82%,17.01K,11월 29일,
,케이씨티,"3,915","3,920","3,835",35,0.90%,17.00K,11월 29일,
,포시에스,"7,110","7,130","7,030",30,0.42%,16.97K,11월 29일,
,원익,"3,560","3,605","3,480",0,0.00%,16.87K,11월 29일,
,KCI,"9,140","9,150","8,920",90,0.99%,16.80K,11월 29일,
,이퓨쳐,"5,760","5,770","5,670",-70,-1.20%,16.62K,11월 29일,
,라이트론,"3,135","3,150","3,050",30,0.97%,16.57K,11월 29일,
,대동금속,"9,400","9,400","9,050",80,0.86%,16.53K,11월 29일,
,누리플렉스,"5,060","5,110","4,995",0,0.00%,16.34K,11월 29일,
,삼보판지,"11,000","11,000","10,750",50,0.46%,15.92K,11월 29일,
,에이테크솔루션,"9,510","9,550","9,330",10,0.11%,15.51K,11월 29일,
,씨큐브,"7,040","7,040","6,740",190,2.77%,15.24K,11월 29일,
,진양제약,"6,640","6,710","6,480",80,1.22%,15.09K,11월 29일,
,큐렉소,"7,180","7,220","7,050",40,0.56%,14.97K,11월 29일,
,인화정공,"13,000","13,050","12,700",50,0.39%,14.79K,11월 29일,
,리더스코스메틱,"2,980","2,980","2,865",15,0.51%,14.75K,11월 29일,
,픽셀플러스,"8,760","8,820","8,610",30,0.34%,14.75K,11월 29일,
,크레버스,"20,200","20,200","19,750",300,1.51%,14.59K,11월 29일,
,동일금속,"24,350","24,800","24,200",-450,-1.81%,14.56K,11월 29일,
,대륙제관,"4,560","4,565","4,525",20,0.44%,14.31K,11월 29일,
,코디,"1,415","1,415","1,380",0,0.00%,14.25K,11월 29일,
,제이티,"7,370","7,400","7,190",50,0.68%,14.19K,11월 29일,
,아이진,"5,960","6,030","5,850",40,0.68%,14.15K,11월 29일,
,메디톡스,"116,800","117,800","113,200",2800,2.46%,14.05K,11월 29일,
,오이솔루션,"16,350","16,600","16,200",-150,-0.91%,13.97K,11월 29일,
,정상제이엘에스,"7,490","7,490","7,430",40,0.54%,13.95K,11월 29일,
,한국전자금융,"4,755","4,790","4,680",45,0.96%,13.83K,11월 29일,
,와토스코리아,"6,030","6,110","5,940",-80,-1.31%,13.80K,11월 29일,
,슈프리마에이치큐,"5,910","5,950","5,670",100,1.72%,13.72K,11월 29일,
,인터로조,"27,000","27,000","26,550",250,0.93%,13.47K,11월 29일,
,동아엘텍,"6,930","6,970","6,800",60,0.87%,13.40K,11월 29일,
,한라IMS,"5,560","5,580","5,450",10,0.18%,13.23K,11월 29일,
,원일특강,"10,050","10,050","9,760",150,1.52%,13.03K,11월 29일,
,현대바이오랜드,"12,550","12,650","12,200",400,3.29%,12.90K,11월 29일,
,유비벨록스,"13,900","14,000","13,650",100,0.72%,12.85K,11월 29일,
,네오팜,"18,350","18,550","17,700",650,3.67%,12.26K,11월 29일,
,코메론,"10,800","10,800","10,500",200,1.89%,12.10K,11월 29일,
,대림제지,"8,960","8,970","8,810",10,0.11%,12.09K,11월 29일,
,동일철강,"2,040","2,045","1,995",-15,-0.73%,12.09K,11월 29일,
,아모텍,"23,550","23,750","23,250",50,0.21%,12.00K,11월 29일,
,이녹스,"20,850","20,850","20,300",100,0.48%,11.97K,11월 29일,
,뷰웍스,"31,550","31,950","31,000",0,0.00%,11.96K,11월 29일,
,브리지텍,"4,270","4,270","4,150",30,0.71%,11.92K,11월 29일,
,새로닉스,"19,300","19,300","18,950",250,1.31%,11.77K,11월 29일,
,프로텍,"23,850","23,850","23,350",350,1.49%,11.77K,11월 29일,
,멀티캠퍼스,"37,300","37,400","36,300",550,1.50%,11.71K,11월 29일,
,비트컴퓨터,"5,780","5,860","5,680",50,0.87%,11.56K,11월 29일,
,농우바이오,"8,800","8,810","8,670",90,1.03%,11.55K,11월 29일,
,제이씨현시스템,"3,700","3,720","3,620",30,0.82%,11.46K,11월 29일,
,아이디스,"24,700","24,800","24,100",200,0.82%,11.38K,11월 29일,
,육일씨엔에쓰,"3,060","3,080","3,025",-20,-0.65%,11.16K,11월 29일,
,에스텍파마,"7,570","7,580","7,430",30,0.40%,10.80K,11월 29일,
,사람인에이치알,"27,700","27,900","26,850",550,2.03%,10.78K,11월 29일,
,대원산업,"5,660","5,700","5,650",-30,-0.53%,10.49K,11월 29일,
,에이텍,"8,810","8,820","8,580",130,1.50%,10.29K,11월 29일,
,KX,"6,640","6,640","6,520",70,1.07%,10.18K,11월 29일,
,케이씨에스,"5,450","5,450","5,300",90,1.68%,10.07K,11월 29일,
,헥토이노베이션,"13,250","13,350","13,100",-50,-0.38%,10.06K,11월 29일,
,파수,"9,280","9,380","9,150",0,0.00%,9.91K,11월 29일,
,마크로젠,"19,750","19,800","19,450",50,0.25%,9.87K,11월 29일,
,드림어스컴퍼니,"2,880","2,890","2,815",30,1.05%,9.85K,11월 29일,
,아나패스,"22,750","23,000","22,650",-50,-0.22%,9.76K,11월 29일,
,아이씨디,"9,110","9,110","8,880",130,1.45%,9.28K,11월 29일,
,이크레더블,"17,300","17,400","17,200",100,0.58%,9.14K,11월 29일,
,대양전기공업,"12,300","12,350","12,000",50,0.41%,9.05K,11월 29일,
,엑시콘,"9,320","9,370","9,200",0,0.00%,8.57K,11월 29일,
,안트로젠,"14,950","15,000","14,600",200,1.36%,8.51K,11월 29일,
,영신금속,"2,870","2,885","2,835",-15,-0.52%,8.48K,11월 29일,
,비아트론,"8,600","8,600","8,280",130,1.53%,8.16K,11월 29일,
,네이블,"7,250","7,300","7,100",0,0.00%,7.95K,11월 29일,
,팅크웨어,"14,200","14,350","14,000",0,0.00%,7.66K,11월 29일,
,신라에스지,"8,190","8,190","8,080",40,0.49%,7.65K,11월 29일,
,고려제약,"7,480","7,530","7,350",30,0.40%,7.53K,11월 29일,
,태양,"8,250","8,260","8,130",20,0.24%,7.47K,11월 29일,
,케이디켐,"14,050","14,100","13,850",50,0.36%,7.32K,11월 29일,
,싸이맥스,"12,800","12,800","12,550",0,0.00%,7.26K,11월 29일,
,엘엠에스,"7,050","7,050","6,910",70,1.00%,7.11K,11월 29일,
,하이텍팜,"11,150","11,250","10,950",0,0.00%,6.86K,11월 29일,
,위닉스,"10,700","10,750","10,500",100,0.94%,6.60K,11월 29일,
,바른전자,"5,050","5,060","4,990",-10,-0.20%,6.40K,11월 29일,
,대성미생물,"10,950","10,950","10,500",250,2.34%,6.20K,11월 29일,
,이스트소프트,"9,690","9,710","9,600",10,0.10%,6.16K,11월 29일,
,모아텍,"6,110","6,280","6,100",-10,-0.16%,6.01K,11월 29일,
,메가스터디,"11,500","11,550","11,400",0,0.00%,5.89K,11월 29일,
,한스바이오메드,"10,000","10,000","9,970",20,0.20%,5.86K,11월 29일,
,바텍,"32,250","32,250","31,750",450,1.42%,5.84K,11월 29일,
,코스맥스엔비티,"4,350","4,350","4,180",120,2.84%,5.56K,11월 29일,
,국보디자인,"17,450","17,750","17,250",200,1.16%,5.38K,11월 29일,
,매일유업,"8,650","8,650","8,400",50,0.58%,5.28K,11월 29일,
,푸드웰,"5,850","5,860","5,700",70,1.21%,5.10K,11월 29일,
,대한약품,"29,700","29,750","29,000",650,2.24%,4.95K,11월 29일,
,피에스텍,"3,425","3,500","3,425",-75,-2.14%,4.93K,11월 29일,
,한국정보인증,"4,955","4,990","4,910",0,0.00%,4.92K,11월 29일,
,유아이엘,"3,280","3,355","3,275",-65,-1.94%,4.67K,11월 29일,
,Chorokbaem E M,"2,390","2,425","2,370",20,0.84%,4.59K,11월 29일,
,코렌텍,"9,440","9,480","9,210",50,0.53%,4.56K,11월 29일,
,윈스,"12,900","13,000","12,650",100,0.78%,4.31K,11월 29일,
,탑엔지니어링,"5,450","5,450","5,390",-40,-0.73%,4.02K,11월 29일,
,우정바이오,"3,340","3,345","3,305",-5,-0.15%,3.97K,11월 29일,
,삼아제약,"15,850","15,900","15,450",250,1.60%,3.86K,11월 29일,
,아이디스홀딩스,"12,600","12,600","12,250",200,1.61%,3.52K,11월 29일,
,피제이전자,"5,940","5,970","5,890",0,0.00%,3.35K,11월 29일,
,레드캡투어,"19,050","19,100","18,800",50,0.26%,3.32K,11월 29일,
,KCC건설,"5,880","5,900","5,820",-10,-0.17%,3.12K,11월 29일,
,유비쿼스홀딩스,"15,550","15,550","15,200",50,0.32%,3.09K,11월 29일,
,나이스디앤비,"7,690","7,690","7,500",90,1.18%,2.88K,11월 29일,
,서호전기,"19,500","19,500","19,300",50,0.26%,2.38K,11월 29일,
,이라이콤,"5,440","5,460","5,400",30,0.55%,2.32K,11월 29일,
,인포마크,"6,010","6,210","5,960",-160,-2.59%,1.98K,11월 29일,
,쎌바이오텍,"11,950","12,150","11,800",100,0.84%,1.76K,11월 29일,
,InziSoft,"19,250","19,250","18,850",150,0.79%,1.61K,11월 29일,
,에스텍,"8,110","8,140","8,060",50,0.62%,1.56K,11월 29일,
,슈피겐코리아,"34,200","34,200","33,700",300,0.88%,1.13K,11월 29일,
,금화피에스시,"28,450","28,450","28,150",50,0.18%,0.95K,11월 29일,
,한국기업평가,"71,800","71,900","71,100",200,0.28%,0.74K,11월 29일,
,에이스침대,"35,300","35,300","34,300",500,1.44%,0.64K,11월 29일,
,진로발효,"21,800","21,800","21,650",50,0.23%,0.57K,11월 29일,
,티엘아이,"6,090","6,170","6,090",-110,-1.77%,0.37K,11월 29일,
