,종목,현재가,고가,저가,변동,변동%,거래량,시간,
,PC Connection,54.45,56.68,53.91,0.57,1.06%,9.00K,1:01:13,
,Eagle Bancorp,46.48,46.62,46.22,0.19,0.41%,8.99K,0:17:43,
,바이오셉트,0.739,0.76,0.739,-0.028,-3.59%,9.36K,1:03:16,
,Republic First,2.57,2.66,2.57,-0.08,-3.02%,18.31K,1:04:18,
,German American,39.18,39.29,38.92,0.13,0.33%,9.62K,1:01:55,
,HeritageCrystal,31.63,31.94,31.5,-0.26,-0.82%,9.18K,1:03:52,
,ClearOne Inc,0.731,0.739,0.71,0.03,4.26%,8.90K,0:56:59,
,Marine Petroleum,8.22,8.31,8.1,0.164,2.04%,8.89K,0:21:40,
,Pure Cycle Corp,10.07,10.25,10.07,-0.18,-1.76%,10.60K,1:03:17,
,Asure Software Inc,8,8,7.9,0.08,1.01%,8.86K,1:00:32,
,I.D. Systems,3.025,3.08,2.833,0.055,1.85%,8.83K,0:59:39,
,Johnson Outdrs,55.82,56.99,55.01,0.94,1.71%,8.83K,0:59:32,
,Luna Innovations,6.39,6.48,6.3,-0.09,-1.39%,8.95K,1:02:02,
,Premier Financial,28.89,29.02,28.84,-0.01,-0.03%,9.45K,1:03:47,
,KVH Industries,11.15,11.88,10.95,-0.06,-0.54%,9.42K,1:04:20,
,Lincoln Edu,6.9,6.94,6.85,0.05,0.73%,8.62K,0:53:54,
,Gibraltar Ind.,49.76,49.9,49.04,0.57,1.17%,8.50K,0:55:03,
,Heartland Fin.,48.42,48.49,48.27,0.37,0.77%,8.35K,0:48:30,
,Advanced Energy,89.22,89.76,88.69,0.53,0.60%,10.49K,1:04:15,
,Mesa Lab,166.8,169.63,158.01,-2.72,-1.60%,8.10K,0:57:18,
,레콘 테크,0.86,0.87,0.85,-0.005,-0.59%,8.00K,0:59:49,
,Singularity Future Tech,0.87,0.875,0.827,0.028,3.31%,8.98K,1:02:25,
,Park Ohio Holdings,14.85,15.34,14.84,-0.55,-3.57%,7.88K,0:53:54,
,Scholastic Corp,40.21,41.02,40.21,-0.48,-1.18%,9.00K,1:04:17,
,Colliers International,91.66,92.57,91.16,-0.32,-0.35%,8.65K,1:04:22,
,Huron Consult,75.08,75.61,73.99,0.37,0.50%,7.79K,0:53:20,
,HealthStream,24.64,24.83,24.63,-0.07,-0.26%,7.76K,0:58:02,
,Beasley Broadc,1.05,1.07,1.03,-0.01,-0.94%,7.75K,0:49:20,
,Littelfuse,237.53,238.99,237.27,0.08,0.03%,8.66K,1:02:05,
,Siebert Financial,1.537,1.54,1.46,0.047,3.17%,7.72K,0:55:23,
,Daktronics,3.365,3.39,3.36,-0.045,-1.32%,7.70K,0:56:55,
,Hawkins,42.31,42.49,41.69,0.54,1.28%,7.56K,0:55:46,
,John B Sanfilip,83.74,86.64,83.74,-0.72,-0.85%,7.56K,0:56:41,
,Northfield Bancorp,15.58,15.59,15.47,0.08,0.52%,7.54K,0:50:39,
,르네산트,40.34,40.6,40.03,0.05,0.12%,9.04K,1:04:01,
,Southside BShrs,36.24,36.35,35.92,0.23,0.64%,7.43K,0:52:23,
,Liquidity Ser,16.29,16.43,16.06,-0.03,-0.18%,7.88K,1:03:52,
,CEVA,26.34,26.37,26.02,0.12,0.46%,7.31K,0:53:04,
,Res Connect,19.23,19.27,19.07,0.12,0.63%,7.28K,0:59:01,
,Columbus McKin.,31.17,31.49,30.28,0.05,0.16%,7.41K,1:03:07,
,Balchem Corp,139.09,140.13,138.65,0.27,0.19%,7.81K,1:03:06,
,Hallmark Fin.,0.69,0.709,0.69,0,0.00%,7.14K,0:41:51,
,Addus HomeCare,107.25,108.5,107.23,-0.95,-0.88%,8.13K,1:04:13,
,Crown Crafts,5.96,5.98,5.83,0.13,2.23%,7.04K,0:58:12,
,Innospec Inc,109.81,110.18,107.76,0.56,0.51%,6.98K,0:57:49,
,Farmer Bros. Co,5.55,5.55,5.32,0.09,1.65%,6.74K,0:44:07,
,The Dixie Group,0.983,0.99,0.98,-0.007,-0.73%,6.70K,0:23:40,
,Kaiser Aluminum,88.74,88.96,86.63,2.84,3.31%,6.70K,0:47:50,
,Escalade,10.38,10.42,9.81,0.17,1.71%,6.69K,0:48:56,
,Data I/O Corp,4.11,4.145,4.11,-0.04,-0.96%,6.64K,0:46:52,
,Century Casinos,7.6,7.66,7.53,-0.06,-0.78%,6.63K,0:53:56,
,Genetic Tech,1.16,1.16,1.15,0.01,0.86%,6.61K,0:27:46,
,Flushing Fin.,20.63,20.73,20.44,0,0.00%,6.94K,1:03:37,
,Gulf Isl. Fab.,5.475,5.59,5.39,0.075,1.39%,6.58K,0:39:17,
,BOK Financial Corp,103.25,103.54,102.38,1.07,1.05%,7.64K,1:01:55,
,Shore Bancshares,19.74,19.81,19.64,0.11,0.56%,6.48K,0:57:57,
,Salem Media,1.4,1.4,1.39,0.01,0.72%,6.31K,0:54:41,
,Great Elm Group,2.01,2.07,2.009,-0.04,-1.95%,6.19K,0:21:24,
,US Gold,3.91,3.96,3.79,0.16,4.22%,6.18K,0:42:44,
,Fonar Corp,18.4,18.52,18.24,-0.12,-0.65%,6.15K,0:51:07,
,Kazia Therapeutics ADR,0.61,0.63,0.6,0,0.00%,6.08K,0:48:54,
,Matrix Service,5.1,5.14,4.97,0.06,1.19%,6.06K,0:58:26,
,알테리티 테라퓨틱스,0.3618,0.3676,0.36,-0.0058,-1.58%,7.03K,1:03:15,
,ePlus Inc,49.62,50.29,49.05,-0.68,-1.35%,6.01K,0:59:26,
,Coca-Cola Bott,480.4,487.55,478.94,-2.78,-0.58%,9.74K,1:03:29,
,Greenlight Capital Re,7.79,7.82,7.76,0.02,0.26%,5.83K,0:35:13,
,프로페이즈,10.28,10.569,10.135,-0.16,-1.53%,7.96K,1:02:36,
,Insignia Systems,8.22,8.81,8.06,-0.67,-7.54%,5.81K,0:59:18,
,Giga Media Ltd,1.28,1.28,1.261,0.02,1.59%,5.75K,0:32:58,
,CNB Financial,25.73,25.79,25.46,0.1,0.41%,5.72K,0:55:42,
,Cass Info,43.17,43.17,42.84,0.26,0.59%,7.41K,1:03:27,
,Barrett Busi,97.7,97.8,96.78,0.43,0.44%,6.51K,1:02:26,
,First of Long Island,19.2,19.24,18.99,0.17,0.88%,5.65K,0:55:15,
,Alico,31.58,31.8,31.57,-0.17,-0.55%,5.92K,1:01:58,
,J & J Snack Foods,162.95,163.26,146.53,-0.01,-0.01%,5.60K,0:50:41,
,Fuel Tech,1.28,1.32,1.28,-0.02,-1.54%,5.54K,0:35:08,
,Mercantile Bank,34.73,35.23,33.81,0.41,1.19%,5.45K,1:00:44,
,The First Bancshares,33.77,33.95,33.45,0.01,0.03%,5.82K,1:03:46,
,Preferred Bank,74.72,74.92,74.43,0.37,0.49%,5.20K,0:30:08,
,MGE Energy Inc,70.78,70.79,70.12,-0.18,-0.25%,5.71K,1:03:46,
,Computer Prog,29.54,29.63,29.17,0.29,0.99%,4.97K,0:54:27,
,America CarMart,70.48,70.55,70.22,0.48,0.69%,4.94K,0:54:02,
,DXP Enterprises,25.19,25.33,25.08,0,0.00%,4.91K,0:30:20,
,Bassett,18.41,18.83,18.41,-0.29,-1.55%,5.38K,1:02:43,
,Lightbridge Corp,4.74,4.792,4.68,0.05,1.07%,4.87K,0:58:16,
,Bank of Marin,34.62,34.72,34.06,0.24,0.71%,4.78K,0:48:58,
,Northwest Pipe,37.04,37.1,36.72,0.39,1.06%,4.75K,0:47:18,
,Kingstone Compani,1.029,1.07,1.01,-0.021,-2.04%,4.73K,0:57:21,
,PDF Solutions,30.16,30.27,29.99,0.13,0.43%,4.72K,0:52:49,
,Harvard Biosci,2.32,2.32,2.24,0.05,2.20%,4.67K,0:58:04,
,Anika Therap,29.25,29.43,29.1,-0.12,-0.41%,4.62K,0:57:56,
,Consumer Portfolio,8.19,8.21,7.66,0.46,5.95%,4.61K,0:58:58,
,Koss Corp,6.4,6.4,6.3,0.17,2.73%,4.56K,0:59:01,
,Silicom Ltd,43.84,44.2,42.96,0.13,0.30%,4.50K,0:54:50,
,ICF Intl,107.13,108.04,106.94,-1.44,-1.33%,4.38K,0:55:22,
,Old Second Bancorp,17.19,17.3,17.12,-0.04,-0.23%,4.78K,1:02:48,
,Central Garden & Pet Co.,40.68,40.77,40.21,0.39,0.97%,4.31K,0:58:06,
,Lakeland Fin.,77.41,77.86,77.35,0.19,0.25%,4.28K,0:48:56,
,Euroseas Ltd,20.09,20.13,19.82,0.19,0.98%,4.19K,0:41:48,
,Maiden Holdings,2.11,2.14,2.105,0,0.00%,4.29K,1:03:03,
,HAFC,26.81,26.87,26.6,0.22,0.83%,5.43K,1:04:03,
,PrimeEnergy Corp,81,81.5,80.08,2.89,3.70%,4.18K,23:50:18,
,Alpine Immune Sciences,6.23,6.82,6.23,-0.12,-1.89%,4.14K,0:53:15,
,Safety Insu,90.74,91.3,90.4,0.12,0.13%,4.10K,0:55:04,
,Rocky Mountain Ch,6.1,6.1,6.085,0.005,0.08%,4.07K,0:58:22,
,Patrick Ind.,54.66,55.19,54.28,0.19,0.35%,4.91K,1:03:53,
,Eltek Ltd,4.09,4.171,4.09,-0.03,-0.73%,3.72K,23:30:50,
,Dime Community,34.9,34.96,34.65,0.3,0.87%,3.62K,0:56:19,
,Porter Bancorp,25.3,25.3,25.16,0,0.00%,3.60K,0:22:42,
,Donegal Group,15.01,15.01,14.94,0.06,0.40%,3.71K,1:04:03,
,MYR Group,93.91,94.41,93.76,-0.07,-0.07%,3.48K,0:11:28,
,ChipMOS Tech,21.33,21.43,21.28,0.14,0.66%,3.46K,23:44:33,
,GSI Technology,2.09,2.09,2.09,-0.07,-3.24%,3.44K,23:30:02,
,컴퓨터 태스크 그룹,7.7,7.802,7.65,0.12,1.58%,3.38K,0:20:15,
,Mannatech,23.37,23.37,22.02,0.91,4.05%,3.36K,0:31:08,
,Peapack-Gladst.,40.31,40.38,40.26,-0.06,-0.15%,3.36K,0:14:51,
,Allied Healthcare,1.15,1.19,1.12,-0.01,-0.86%,3.93K,1:03:58,
,Imunon,1.44,1.44,1.4,0.007,0.49%,3.32K,0:42:41,
,M.G.R.C.,95.57,96.45,95.57,-0.76,-0.79%,5.43K,1:02:15,
,First Capital,24.54,26.74,24.53,-0.67,-2.64%,3.30K,0:40:43,
,BancFirst Corp,101.51,101.95,100.78,0.89,0.88%,3.83K,1:04:03,
,Primis Financial,12.31,12.31,12.2,0.07,0.57%,3.20K,0:57:15,
,Antelope Enterprise Holdings,0.461,0.491,0.461,-0.027,-5.46%,3.15K,23:48:20,
,Aware,1.894,1.92,1.894,-0.026,-1.34%,3.11K,0:26:26,
,Hooker Furnitur,17.06,17.09,16.9,0.26,1.55%,3.11K,0:59:11,
,Marchex,1.73,1.73,1.68,0.04,2.37%,3.11K,0:29:39,
,Dorman Products,87.53,88.2,87.48,0.2,0.23%,3.06K,0:58:41,
,Reading International (B),20.05,21.9,20.05,-0.44,-2.15%,3.24K,1:01:55,
,Innodata Isogen,3.1,3.256,3.04,0.09,2.99%,3.00K,0:18:01,
,Independent Bank Corp,24.14,24.15,24.05,0.04,0.17%,2.99K,0:36:44,
,OptimumBank Holdings,4.5,4.5,4.5,-0.03,-0.66%,2.99K,0:54:12,
,Cptl City Bank,34.79,34.82,34.74,-0.1,-0.29%,2.97K,0:50:25,
,Engine Media Holdings Inc,0.63,0.63,0.59,0.05,8.59%,2.93K,0:37:26,
,First Bancorp NC,48.22,48.31,48.02,0.13,0.27%,3.55K,1:04:16,
,Hudson Global Inc,24.37,24.37,23.36,1.12,4.80%,2.88K,0:45:21,
,Origin Agritech,10.156,10.156,9.873,-0.034,-0.33%,2.86K,0:46:09,
,Loop Industries,2.81,2.81,2.67,0.11,4.03%,2.77K,1:01:04,
,Calavo Growers,35.84,36.26,35.83,-0.25,-0.69%,2.76K,0:57:20,
,Educational Devel,2.97,3.03,2.97,-0.03,-1.00%,2.76K,0:12:16,
,First Busey,25.8,25.83,25.65,0.1,0.37%,2.75K,0:18:13,
,RealNetworks,0.723,0.723,0.722,0.001,0.00%,2.67K,0:04:49,
,Northern Technolo,13.7,13.75,13.05,0.3,2.24%,2.66K,0:36:36,
,Creative Realities,0.575,0.58,0.57,-0.005,-0.90%,3.64K,1:04:00,
,Key Tronic Corp,4.92,4.92,4.85,0.08,1.65%,2.54K,0:58:36,
,Amtech Systems,10.815,11.12,10.815,-0.075,-0.69%,2.53K,0:34:10,
,Liquid Media,0.2118,0.2118,0.211,-0.0028,-1.30%,2.53K,23:49:57,
,Riverview Bancorp,7.525,7.565,7.525,0.015,0.20%,2.48K,0:14:15,
,SemiLEDS Corp,2.56,2.56,2.56,-0.03,-0.97%,2.45K,0:46:24,
,PLPC,87.44,87.91,87.25,-0.28,-0.32%,2.43K,23:45:06,
,Citiz. &North.,24.13,24.13,23.93,0.02,0.10%,2.41K,0:45:51,
,Malvern Federal Bancorp,14.32,14.43,14.32,0,0.00%,2.40K,0:35:59,
,Lumos Pharma Inc,5.12,5.13,4.85,0.14,2.71%,2.37K,0:54:03,
,Peoples Bancorp,29.39,29.39,28.97,0.38,1.31%,2.35K,0:32:29,
,락웰 메디컬,1.03,1.04,1.02,-0.01,-0.96%,2.44K,1:01:53,
,Middlesex Water,91.34,91.87,91.34,-1.01,-1.09%,3.90K,1:04:04,
,Forrester Rsrch,34.31,34.58,34.31,-0.4,-1.15%,2.88K,1:04:09,
,Steel Connect,1.14,1.15,1.13,0.01,0.89%,2.24K,0:55:16,
,P & F Industries,4.988,5.12,4.988,-0.132,-2.58%,2.21K,0:50:05,
,Oak Valley Bancorp,19.3,19.57,19.3,0.14,0.73%,2.16K,0:57:37,
,Gaia Inc,2.5,2.55,2.5,-0.02,-0.79%,2.15K,0:41:30,
,Southern First,48.45,48.66,48.12,0.28,0.57%,2.13K,0:42:11,
,Magic Sftware,16.91,16.91,16.69,0.25,1.50%,2.07K,0:22:07,
,Schmitt Industries,1.03,1.05,1.03,-0.02,-1.90%,1.98K,0:48:14,
,Heidri.&Strug.,29.31,29.45,29.15,0.08,0.27%,1.91K,0:49:11,
,Canterbury Park,28.01,28.03,27.51,-0.19,-0.67%,1.90K,23:53:16,
,Bridgeline Digital,1.333,1.36,1.33,-0.026,-1.95%,1.82K,23:48:04,
,BCB Bancorp,19.16,19.17,19.08,0.12,0.60%,1.80K,0:45:04,
,FreightCar Amer,3.8,3.83,3.76,0.06,1.60%,2.89K,1:04:03,
,Colony Bankcorp,13.65,13.65,13.61,0.03,0.18%,2.06K,1:02:46,
,Senstar Technologies,1.466,1.467,1.45,0.016,1.08%,1.74K,0:43:00,
,Northrim BCorp,55.73,55.73,55.34,0.31,0.57%,1.72K,0:52:08,
,CVD Equipment Corp,5.27,5.27,5.21,0.06,1.15%,1.66K,0:56:27,
,First United Corp,20.58,20.74,20.36,0.27,1.31%,1.66K,0:34:30,
,P.A.M. Transportation,27.85,28.27,27.7,-0.1,-0.36%,1.65K,0:50:45,
,Community Tr,47.19,47.28,46.82,0.2,0.43%,1.61K,0:25:35,
,Odyssey Marine,2.96,3,2.95,-0.01,-0.33%,3.81K,1:04:13,
,ImmuCell Corp,6.628,6.67,6.6,0.028,0.42%,2.08K,1:03:41,
,Bel Fuse Inc,32.85,33.1,32.42,-1.69,-4.89%,1.50K,23:54:20,
,Greene County Ban,73.7,73.7,72.4,0.7,0.96%,1.47K,0:39:46,
,Ames National,22.63,22.73,22.61,-0.02,-0.09%,1.46K,0:18:14,
,Gravity Co,43.04,43.04,42,1.5,3.60%,1.46K,23:47:12,
,OSI Systems,89.06,89.21,88.73,0.37,0.42%,1.46K,0:19:33,
,Lifeway Foods,6.99,6.99,6.85,0.05,0.72%,1.43K,23:33:42,
,Hawthorn Bancshar,22.26,22.26,21.78,0.65,2.99%,1.41K,0:53:39,
,Socket Mobile,1.979,2.03,1.979,-0.011,-0.54%,1.39K,0:05:06,
,America First Tax,18.73,18.74,18.676,0.07,0.37%,4.28K,1:02:03,
,Allied Motion Tech,34.62,34.63,33.88,-0.08,-0.23%,1.60K,1:03:03,
,커피홀딩스,2.43,2.44,2.43,0.02,0.83%,1.34K,23:55:00,
,S&W Seed Company,1.137,1.14,1.13,0.017,1.54%,1.32K,23:33:53,
,Smart Powerr,2.92,2.92,2.84,0.07,2.46%,1.31K,0:02:24,
,Jewett-Cameron Trading,5.759,5.77,5.65,0.109,1.93%,1.55K,1:03:54,
,Camden National,42.92,42.92,42.85,0.22,0.52%,1.29K,0:47:03,
,Enstar Group,207.14,207.14,206.72,-0.75,-0.36%,1.29K,23:36:20,
,Fanhua,4.67,4.75,4.61,0.12,2.64%,2.35K,1:04:07,
,LB Foster,9.84,10.17,9.84,-0.04,-0.46%,1.26K,0:57:05,
,Central Valley,20.52,20.66,20.51,-0.09,-0.41%,1.24K,23:54:12,
,Aeterna Zentaris,3.7,3.7,3.62,0.05,1.37%,1.47K,1:02:49,
,Enterprise Fin.,51.79,52.03,51.29,0.23,0.45%,3.20K,1:03:50,
,Carver Bancorp,4.04,4.12,4.04,-0.01,-0.25%,1.09K,0:46:18,
,First Business,38.33,38.61,38.15,-0.16,-0.42%,1.08K,0:26:50,
,Delcath Systems,2.77,2.8,2.77,-0.03,-1.07%,1.07K,0:06:10,
,레이크랜드 인더스트리,13.28,13.42,13.28,-0.03,-0.23%,1.05K,0:57:34,
,Great Southern,61.78,61.78,61.5,0.1,0.16%,1.04K,0:08:36,
,Radcom Ltd,10,10.4,9.91,-0.25,-2.44%,1.03K,0:10:10,
,Good Times Restau,2.57,2.57,2.57,0.05,1.98%,1.00K,23:30:02,
,Janone,1.898,1.898,1.85,0.048,2.60%,0.96K,0:44:40,
,Cyanotech Corp,1.27,1.32,1.27,-0.04,-3.05%,0.96K,0:39:14,
,Highway Holdings,2.257,2.257,2.2,0.017,0.77%,0.94K,0:42:24,
,ARCA Biopharma,2.1,2.1,2.03,0.05,2.44%,5.72K,1:02:21,
,Atlanticus Holdings Corp,27.2,27.5,27.2,-0.34,-1.23%,0.91K,23:36:41,
,Gulf Resources,3.633,3.633,3.63,0.053,1.47%,0.89K,0:21:34,
,NVE Corp,65.02,65.26,65.02,-0.03,-0.05%,0.89K,0:02:27,
,Plumas Bancorp,34.55,34.55,34.5,0.05,0.14%,0.89K,23:49:12,
,Franklin Fin.,31.64,31.64,31.58,0.29,0.94%,0.87K,0:00:10,
,Gyrodyne,8.8,8.9,8.8,-0.4,-4.35%,0.86K,1:01:14,
,Powell Ind.,25.45,25.9,25.33,-0.24,-0.93%,1.56K,1:03:02,
,Omega Flex,91.39,91.7,86.74,-0.31,-0.34%,0.85K,23:36:19,
,Arrow Financial,35.22,35.22,34.93,0.43,1.24%,0.83K,0:51:39,
,QuickLogic Corp,6.085,6.088,6.08,0.015,0.25%,1.03K,1:03:50,
,Sotherly Hotels,1.96,1.96,1.95,0.03,1.55%,0.82K,0:47:14,
,Frp Holdings Ord,56.75,57.77,56.75,0.24,0.42%,0.82K,0:52:02,
,UT스타컴,4.27,4.35,4.27,0.22,5.43%,1.19K,1:03:04,
,U.S. Global Inves,2.85,2.86,2.81,0.04,1.42%,0.81K,0:00:10,
,NBI,38.7,38.98,38.61,-0.1,-0.25%,0.91K,1:02:03,
,Natures Sunsh,8.99,9,8.94,0.01,0.11%,0.79K,0:44:52,
,Eastern Co,22.22,22.49,22.2,-0.15,-0.67%,0.78K,1:00:55,
,Norwood Financial,31.65,31.75,31.38,0.19,0.60%,0.77K,0:49:22,
,Flexsteel Ind.,15.59,15.59,15.59,0.24,1.56%,0.75K,0:53:24,
,Bonso Electronics Int,3.45,3.46,3.37,0.04,1.17%,0.74K,0:02:33,
,IRIDEX Corp,2.125,2.125,2.06,0.095,4.68%,0.74K,0:16:11,
,eGain Communications,8.44,8.48,8.32,0.09,1.02%,0.71K,0:34:01,
,Forward Industries,1.26,1.26,1.23,0.02,1.61%,0.71K,0:21:47,
,Lifetime Brands,7.6,7.92,7.6,-0.01,-0.13%,0.70K,0:58:14,
,Codorus Valley,23.55,23.65,23.4,0.01,0.05%,0.69K,0:33:56,
,Artesian Res,53.83,53.92,53.25,-0.23,-0.43%,0.66K,0:01:09,
,소노마 파머,1.74,1.74,1.72,0.03,1.75%,0.62K,0:36:55,
,Partner ADR,7.6,7.6,7.55,0.15,2.01%,0.58K,0:44:01,
,Southern Missouri,52.16,52.2,52.16,0.16,0.31%,0.57K,0:47:33,
,Hurco Companies,24.98,25.09,24.99,0.17,0.66%,0.54K,0:28:47,
,Home Bancorp,42.3,42.44,42.3,0.1,0.24%,0.53K,0:55:31,
,Northeast Bancorp,43.7,43.77,43.36,0.33,0.76%,0.50K,0:05:33,
,Geospace Tech,4.5,4.59,4.5,-0.04,-0.88%,0.46K,0:40:48,
,Nortech Systems I,15.85,15.85,15.69,0.3,1.93%,0.45K,0:38:48,
,Rimage Corp,0.5,0.52,0.5,-0.008,-1.57%,0.44K,23:54:51,
,Rubicon Tech,1.94,1.99,1.87,0.04,2.10%,0.43K,23:30:03,
,Research Frontier,2.28,2.28,2.28,-0.02,-0.87%,0.43K,23:30:02,
,RGC Resources Inc,24.08,24.39,24.08,0.07,0.29%,0.43K,0:52:43,
,RF Industries,5.06,5.09,5.05,0.01,0.20%,0.42K,23:52:19,
,Limoneira Co,13.48,13.48,13.43,0.13,0.97%,0.41K,0:02:13,
,SigmaTron,5.455,5.495,5.44,0.065,1.21%,0.41K,0:14:15,
,Alimera Sciences,3.54,3.55,3.54,0.09,2.61%,0.40K,0:10:09,
,AmeriServ,4.028,4.04,4.028,0.028,0.69%,0.40K,0:38:24,
,Old Point Financial,23,23,22.77,0.48,2.13%,0.40K,23:58:33,
,Deswell Industries,3.23,3.23,3.23,0.05,1.57%,0.38K,0:17:13,
,Eagle Bancorp Mon,18.47,18.47,18.24,0.24,1.30%,0.37K,0:18:49,
,MIND C.T.I. Ltd,2.175,2.21,2.175,-0.035,-1.58%,0.36K,23:36:34,
,Patriot National Bancorp,9.85,9.85,9.81,0.03,0.31%,0.35K,0:39:34,
,Intevac,5.88,5.97,5.88,-0.06,-1.01%,0.33K,0:46:50,
,Republic BCorp,43.27,43.27,43.27,-0.06,-0.14%,0.32K,23:30:02,
,Emclaire Financial,31.95,32.07,31.95,-0.33,-1.02%,0.31K,0:10:32,
,STRATA Skin Sciences,0.8501,0.88,0.8501,-0.0097,-1.13%,0.29K,0:10:42,
,Nathans Famous,64,64,63.99,0.01,0.02%,0.28K,23:53:32,
,Amer. Ntnl BShr,36.92,36.92,36.92,-0.26,-0.70%,0.26K,23:30:02,
,B.O.S. Better Onl,2.37,2.37,2.37,-0.02,-0.84%,0.26K,23:30:02,
,Ark Restaurants Corp,19.56,19.56,19.36,0.25,1.31%,0.24K,0:03:45,
,First Bancorp Inc,30.9,30.9,30.9,0.28,0.91%,0.22K,23:30:02,
,Asia Pacific Wire & Cable,1.41,1.41,1.41,0.075,5.62%,0.20K,0:17:32,
,Arts-Way Manufacturing,2,2.05,1.93,0,0.00%,0.20K,0:09:04,
,차이나 내추럴,0.402,0.402,0.3999,-0.001,-0.25%,0.20K,0:17:29,
,Hingham Instit,282.68,282.68,274.99,8.09,2.95%,0.20K,0:10:34,
,IES Holdings,33.4,33.4,33.05,0.25,0.75%,0.20K,23:57:00,
,Manhattan Bridge,5.69,5.69,5.68,0.01,0.18%,0.20K,23:33:21,
,SPAR Group,1.321,1.3522,1.321,-0.029,-2.15%,0.20K,0:40:48,
,Enterprise Bcor,34.66,34.66,34.5,0.35,1.02%,0.19K,0:20:12,
,Manitex International,5,5.077,4.985,-0.05,-0.99%,0.18K,23:30:02,
,Seneca Foods Corp (B),63.45,69,63.45,-0.69,-1.08%,0.17K,0:22:34,
,Citizens Community,14.25,14.25,14.25,-0.01,-0.07%,0.16K,23:30:02,
,Fuwei Films Holdings,7.644,7.644,7.6,0.094,1.25%,0.15K,23:33:00,
,HMN Financial,22.58,22.58,22.58,0.37,1.67%,0.15K,0:23:22,
,Innovative Soluti,9.24,9.24,9.24,-0.07,-0.75%,0.13K,23:30:02,
,ESSA Bancorp,21.39,21.39,21.39,0.11,0.52%,0.12K,23:30:02,
,Orrstown Financial,27.18,27.18,27.18,-0.02,-0.07%,0.12K,23:30:02,
,Pro-Dex,18.24,18.24,18.24,0.53,2.99%,0.11K,23:33:07,
,CTI Industries Corp,0.825,0.825,0.825,0.025,3.11%,0.10K,0:38:30,
,Magyar Bancorp,12.89,12.89,12.89,0.06,0.47%,0.10K,23:30:02,
,Parke Bancorp,21.66,21.66,21.66,0.04,0.18%,0.10K,23:30:02,
,Security National,6.67,6.67,6.67,0.06,0.91%,0.10K,23:30:02,
